start_day_inclusive,end_day_inclusive,sign_up_method,total_starts,total_completions,completion_rate_pct,avg_minutes_to_complete
2024-10-04,2024-10-31,email,2675,2152,80.45,2.17
2024-10-04,2024-10-31,google,3587,2821,78.65,0.45
2024-10-05,2024-11-01,email,2664,2142,80.41,2.18
2024-10-05,2024-11-01,google,3586,2821,78.67,0.47
2024-10-06,2024-11-02,email,2639,2123,80.45,1.91
2024-10-06,2024-11-02,google,3579,2814,78.63,0.48
2024-10-07,2024-11-03,email,2637,2124,80.55,3.64
2024-10-07,2024-11-03,google,3547,2791,78.69,0.47
2024-10-08,2024-11-04,email,2643,2128,80.51,3.66
2024-10-08,2024-11-04,google,3560,2808,78.88,0.49
2024-10-09,2024-11-05,email,2617,2103,80.36,3.69
2024-10-09,2024-11-05,google,3520,2770,78.69,0.49
2024-10-10,2024-11-06,email,2563,2054,80.14,3.4
2024-10-10,2024-11-06,google,3477,2737,78.72,0.48
2024-10-11,2024-11-07,email,2513,2012,80.06,3.16
2024-10-11,2024-11-07,google,3425,2692,78.6,0.48
2024-10-12,2024-11-08,email,2487,1982,79.69,3.71
2024-10-12,2024-11-08,google,3395,2672,78.7,0.48
2024-10-13,2024-11-09,email,2467,1969,79.81,6.17
2024-10-13,2024-11-09,google,3370,2641,78.37,0.49
2024-10-14,2024-11-10,email,2487,1985,79.82,6.13
2024-10-14,2024-11-10,google,3421,2678,78.28,0.49
2024-10-15,2024-11-11,email,2502,1996,79.78,6.09
2024-10-15,2024-11-11,google,3441,2689,78.15,0.5
2024-10-16,2024-11-12,email,2467,1961,79.49,6.19
2024-10-16,2024-11-12,google,3387,2645,78.09,0.48
2024-10-17,2024-11-13,email,2420,1916,79.17,6.27
2024-10-17,2024-11-13,google,3361,2624,78.07,0.48
2024-10-18,2024-11-14,email,2396,1899,79.26,6.33
2024-10-18,2024-11-14,google,3309,2581,78.0,0.47
2024-10-19,2024-11-15,email,2373,1884,79.39,6.38
2024-10-19,2024-11-15,google,3275,2547,77.77,0.46
2024-10-20,2024-11-16,email,2364,1870,79.1,6.42
2024-10-20,2024-11-16,google,3248,2521,77.62,0.47
2024-10-21,2024-11-17,email,2347,1852,78.91,6.47
2024-10-21,2024-11-17,google,3196,2477,77.5,0.47
2024-10-22,2024-11-18,email,2335,1832,78.46,6.55
2024-10-22,2024-11-18,google,3167,2454,77.49,0.51
2024-10-23,2024-11-19,email,2325,1816,78.11,6.59
2024-10-23,2024-11-19,google,3136,2428,77.42,0.48
2024-10-24,2024-11-20,email,2314,1801,77.83,6.41
2024-10-24,2024-11-20,google,3090,2388,77.28,0.48
2024-10-25,2024-11-21,email,2324,1803,77.58,6.4
2024-10-25,2024-11-21,google,3075,2384,77.53,1.45
2024-10-26,2024-11-22,email,2336,1807,77.35,5.8
2024-10-26,2024-11-22,google,3078,2376,77.19,1.47
2024-10-27,2024-11-23,email,2367,1823,77.02,5.75
2024-10-27,2024-11-23,google,3045,2353,77.27,1.46
2024-10-28,2024-11-24,email,2378,1836,77.21,5.72
2024-10-28,2024-11-24,google,3039,2348,77.26,1.47
2024-10-29,2024-11-25,email,2387,1836,76.92,5.79
2024-10-29,2024-11-25,google,3012,2330,77.36,1.45
2024-10-30,2024-11-26,email,2395,1836,76.66,5.81
2024-10-30,2024-11-26,google,2968,2294,77.29,1.49
2024-10-31,2024-11-27,email,2409,1846,76.63,5.81
2024-10-31,2024-11-27,google,2937,2270,77.29,1.54
2024-11-01,2024-11-28,email,2413,1849,76.63,5.79
2024-11-01,2024-11-28,google,2925,2263,77.37,1.54
2024-11-02,2024-11-29,email,2436,1866,76.6,5.89
2024-11-02,2024-11-29,google,2920,2258,77.33,1.57
2024-11-03,2024-11-30,email,2442,1858,76.09,5.96
2024-11-03,2024-11-30,google,2897,2245,77.49,1.7
2024-11-04,2024-12-01,email,2437,1848,75.83,4.02
2024-11-04,2024-12-01,google,2860,2212,77.34,1.72
2024-11-05,2024-12-02,email,2413,1827,75.71,4.14
2024-11-05,2024-12-02,google,2834,2192,77.35,1.73
2024-11-06,2024-12-03,email,2386,1805,75.65,4.31
2024-11-06,2024-12-03,google,2797,2170,77.58,1.75
2024-11-07,2024-12-04,email,2401,1817,75.68,5.32
2024-11-07,2024-12-04,google,2776,2151,77.49,1.77
2024-11-08,2024-12-05,email,2381,1804,75.77,5.34
2024-11-08,2024-12-05,google,2742,2120,77.32,1.79
2024-11-09,2024-12-06,email,2369,1802,76.07,4.8
2024-11-09,2024-12-06,google,2717,2092,77.0,1.81
2024-11-10,2024-12-07,email,2357,1785,75.73,2.19
2024-11-10,2024-12-07,google,2713,2080,76.67,1.82
2024-11-11,2024-12-08,email,2340,1775,75.85,2.2
2024-11-11,2024-12-08,google,2689,2069,76.94,1.84
2024-11-12,2024-12-09,email,2318,1765,76.14,2.2
2024-11-12,2024-12-09,google,2686,2072,77.14,1.82
2024-11-13,2024-12-10,email,2287,1742,76.17,2.23
2024-11-13,2024-12-10,google,2659,2037,76.61,1.85
2024-11-14,2024-12-11,email,2260,1720,76.11,2.25
2024-11-14,2024-12-11,google,2613,2001,76.58,1.89
2024-11-15,2024-12-12,email,2255,1717,76.14,2.25
2024-11-15,2024-12-12,google,2590,1984,76.6,1.91
2024-11-16,2024-12-13,email,2229,1694,76.0,2.28
2024-11-16,2024-12-13,google,2554,1962,76.82,1.93
2024-11-17,2024-12-14,email,2207,1683,76.26,2.48
2024-11-17,2024-12-14,google,2527,1940,76.77,1.94
2024-11-18,2024-12-15,email,2174,1656,76.17,2.52
2024-11-18,2024-12-15,google,2503,1917,76.59,1.96
2024-11-19,2024-12-16,email,2142,1626,75.91,2.59
2024-11-19,2024-12-16,google,2462,1873,76.08,1.86
2024-11-20,2024-12-17,email,2103,1590,75.61,2.63
2024-11-20,2024-12-17,google,2413,1835,76.05,1.89
2024-11-21,2024-12-18,email,2064,1565,75.82,2.68
2024-11-21,2024-12-18,google,2384,1811,75.96,1.93
2024-11-22,2024-12-19,email,2027,1536,75.78,2.71
2024-11-22,2024-12-19,google,2369,1797,75.85,1.23
2024-11-23,2024-12-20,email,1989,1506,75.72,2.75
2024-11-23,2024-12-20,google,2328,1773,76.16,1.21
2024-11-24,2024-12-21,email,1925,1465,76.1,2.81
2024-11-24,2024-12-21,google,2300,1748,76.0,1.24
2024-11-25,2024-12-22,email,1892,1442,76.22,2.84
2024-11-25,2024-12-22,google,2250,1713,76.13,1.26
2024-11-26,2024-12-23,email,1811,1384,76.42,3.65
2024-11-26,2024-12-23,google,2206,1679,76.11,2.62
2024-11-27,2024-12-24,email,1744,1333,76.43,3.78
2024-11-27,2024-12-24,google,2142,1629,76.05,2.68
2024-11-28,2024-12-25,email,1667,1270,76.18,3.89
2024-11-28,2024-12-25,google,2063,1564,75.81,2.74
2024-11-29,2024-12-26,email,1646,1244,75.58,3.96
2024-11-29,2024-12-26,google,2008,1518,75.6,2.81
2024-11-30,2024-12-27,email,1582,1194,75.47,3.87
2024-11-30,2024-12-27,google,1962,1479,75.38,2.81
2024-12-01,2024-12-28,email,1555,1180,75.88,3.83
2024-12-01,2024-12-28,google,1951,1460,74.83,3.56
2024-12-02,2024-12-29,email,1511,1142,75.58,3.98
2024-12-02,2024-12-29,google,1916,1436,74.95,3.61
2024-12-03,2024-12-30,email,1478,1113,75.3,3.91
2024-12-03,2024-12-30,google,1871,1399,74.77,3.69
2024-12-04,2024-12-31,email,1445,1089,75.36,3.77
2024-12-04,2024-12-31,google,1839,1369,74.44,3.77
2024-12-05,2025-01-01,email,1411,1064,75.41,2.0
2024-12-05,2025-01-01,google,1797,1341,74.62,3.83
2024-12-06,2025-01-02,email,1413,1064,75.3,2.01
2024-12-06,2025-01-02,google,1787,1337,74.82,3.88
2024-12-07,2025-01-03,email,1405,1060,75.44,3.04
2024-12-07,2025-01-03,google,1757,1320,75.13,3.96
2024-12-08,2025-01-04,email,1398,1057,75.61,3.18
2024-12-08,2025-01-04,google,1729,1304,75.42,4.01
2024-12-09,2025-01-05,email,1361,1029,75.61,3.26
2024-12-09,2025-01-05,google,1692,1276,75.41,4.13
2024-12-10,2025-01-06,email,1347,1018,75.58,3.31
2024-12-10,2025-01-06,google,1646,1241,75.39,4.25
2024-12-11,2025-01-07,email,1328,1010,76.05,3.33
2024-12-11,2025-01-07,google,1608,1222,76.0,4.33
2024-12-12,2025-01-08,email,1328,1008,75.9,3.34
2024-12-12,2025-01-08,google,1586,1202,75.79,4.35
2024-12-13,2025-01-09,email,1329,1005,75.62,10.17
2024-12-13,2025-01-09,google,1599,1208,75.55,4.53
2024-12-14,2025-01-10,email,1323,1004,75.89,10.31
2024-12-14,2025-01-10,google,1591,1201,75.49,4.54
2024-12-15,2025-01-11,email,1315,998,75.89,10.08
2024-12-15,2025-01-11,google,1579,1195,75.68,4.57
2024-12-16,2025-01-12,email,1299,982,75.6,10.25
2024-12-16,2025-01-12,google,1572,1202,76.46,4.55
2024-12-17,2025-01-13,email,1293,975,75.41,10.16
2024-12-17,2025-01-13,google,1565,1212,77.44,4.52
2024-12-18,2025-01-14,email,1287,970,75.37,10.23
2024-12-18,2025-01-14,google,1554,1208,77.73,4.55
2024-12-19,2025-01-15,email,1283,970,75.6,10.29
2024-12-19,2025-01-15,google,1549,1210,78.11,4.52
2024-12-20,2025-01-16,email,1289,979,75.95,10.19
2024-12-20,2025-01-16,google,1519,1182,77.81,3.74
2024-12-21,2025-01-17,email,1289,983,76.26,10.16
2024-12-21,2025-01-17,google,1526,1185,77.65,3.76
2024-12-22,2025-01-18,email,1287,989,76.85,10.02
2024-12-22,2025-01-18,google,1532,1192,77.81,3.74
2024-12-23,2025-01-19,email,1281,986,76.97,10.04
2024-12-23,2025-01-19,google,1538,1194,77.63,3.72
2024-12-24,2025-01-20,email,1300,1004,77.23,8.81
2024-12-24,2025-01-20,google,1550,1201,77.48,1.76
2024-12-25,2025-01-21,email,1302,1010,77.57,9.03
2024-12-25,2025-01-21,google,1592,1233,77.45,2.73
2024-12-26,2025-01-22,email,1322,1021,77.23,8.95
2024-12-26,2025-01-22,google,1619,1256,77.58,2.9
2024-12-27,2025-01-23,email,1322,1028,77.76,8.88
2024-12-27,2025-01-23,google,1634,1263,77.29,2.9
2024-12-28,2025-01-24,email,1321,1027,77.74,8.98
2024-12-28,2025-01-24,google,1640,1263,77.01,2.9
2024-12-29,2025-01-25,email,1313,1020,77.68,9.03
2024-12-29,2025-01-25,google,1626,1253,77.06,1.85
2024-12-30,2025-01-26,email,1335,1040,77.9,8.87
2024-12-30,2025-01-26,google,1664,1280,76.92,1.83
2024-12-31,2025-01-27,email,1345,1051,78.14,8.8
2024-12-31,2025-01-27,google,1659,1273,76.73,1.84
2025-01-01,2025-01-28,email,1346,1054,78.31,8.79
2025-01-01,2025-01-28,google,1667,1280,76.78,1.81
2025-01-02,2025-01-29,email,1351,1058,78.31,8.81
2025-01-02,2025-01-29,google,1666,1274,76.47,1.82
2025-01-03,2025-01-30,email,1339,1045,78.04,8.89
2025-01-03,2025-01-30,google,1653,1260,76.23,1.81
2025-01-04,2025-01-31,email,1327,1037,78.15,8.06
2025-01-04,2025-01-31,google,1649,1252,75.92,1.8
2025-01-05,2025-02-01,email,1309,1023,78.15,8.04
2025-01-05,2025-02-01,google,1645,1255,76.29,1.79
2025-01-06,2025-02-02,email,1319,1030,78.09,7.97
2025-01-06,2025-02-02,google,1667,1268,76.06,2.21
2025-01-07,2025-02-03,email,1321,1026,77.67,8.01
2025-01-07,2025-02-03,google,1676,1269,75.72,2.2
2025-01-08,2025-02-04,email,1333,1033,77.49,7.95
2025-01-08,2025-02-04,google,1684,1275,75.71,2.2
2025-01-09,2025-02-05,email,1342,1036,77.2,7.92
2025-01-09,2025-02-05,google,1723,1305,75.74,2.15
2025-01-10,2025-02-06,email,1343,1037,77.22,2.08
2025-01-10,2025-02-06,google,1719,1307,76.03,1.96
2025-01-11,2025-02-07,email,1357,1044,76.93,1.81
2025-01-11,2025-02-07,google,1743,1321,75.79,1.95
2025-01-12,2025-02-08,email,1357,1041,76.71,1.81
2025-01-12,2025-02-08,google,1757,1332,75.81,1.93
2025-01-13,2025-02-09,email,1374,1060,77.15,1.73
2025-01-13,2025-02-09,google,1757,1324,75.36,1.93
2025-01-14,2025-02-10,email,1364,1060,77.71,1.74
2025-01-14,2025-02-10,google,1765,1317,74.62,1.94
2025-01-15,2025-02-11,email,1380,1073,77.75,1.77
2025-01-15,2025-02-11,google,1790,1335,74.58,1.93
2025-01-16,2025-02-12,email,1381,1077,77.99,1.73
2025-01-16,2025-02-12,google,1801,1340,74.4,1.92
2025-01-17,2025-02-13,email,1365,1061,77.73,1.76
2025-01-17,2025-02-13,google,1817,1357,74.68,1.89
2025-01-18,2025-02-14,email,1369,1060,77.43,1.8
2025-01-18,2025-02-14,google,1816,1354,74.56,1.89
2025-01-19,2025-02-15,email,1379,1055,76.5,1.78
2025-01-19,2025-02-15,google,1831,1366,74.6,1.87
2025-01-20,2025-02-16,email,1376,1045,75.94,1.92
2025-01-20,2025-02-16,google,1852,1385,74.78,1.85
2025-01-21,2025-02-17,email,1384,1046,75.58,2.11
2025-01-21,2025-02-17,google,1858,1394,75.03,1.89
2025-01-22,2025-02-18,email,1406,1055,75.04,1.82
2025-01-22,2025-02-18,google,1860,1392,74.84,1.01
2025-01-23,2025-02-19,email,1401,1051,75.02,1.83
2025-01-23,2025-02-19,google,1859,1390,74.77,0.81
2025-01-24,2025-02-20,email,1397,1046,74.87,1.85
2025-01-24,2025-02-20,google,1863,1393,74.77,0.8
2025-01-25,2025-02-21,email,1403,1045,74.48,1.77
2025-01-25,2025-02-21,google,1863,1393,74.77,0.79
2025-01-26,2025-02-22,email,1395,1040,74.55,1.77
2025-01-26,2025-02-22,google,1858,1387,74.65,0.82
2025-01-27,2025-02-23,email,1390,1039,74.75,1.78
2025-01-27,2025-02-23,google,1847,1382,74.82,0.82
2025-01-28,2025-02-24,email,1403,1048,74.7,1.9
2025-01-28,2025-02-24,google,1864,1398,75.0,0.8
2025-01-29,2025-02-25,email,1411,1051,74.49,1.9
2025-01-29,2025-02-25,google,1875,1401,74.72,0.8
2025-01-30,2025-02-26,email,1418,1057,74.54,1.85
2025-01-30,2025-02-26,google,1873,1395,74.48,0.8
2025-01-31,2025-02-27,email,1419,1059,74.63,1.85
2025-01-31,2025-02-27,google,1877,1402,74.69,0.8
2025-02-01,2025-02-28,email,1428,1065,74.58,1.83
2025-02-01,2025-02-28,google,1889,1411,74.7,0.82
2025-02-02,2025-03-01,email,1443,1075,74.5,1.78
2025-02-02,2025-03-01,google,1898,1416,74.6,0.82
2025-02-03,2025-03-02,email,1458,1084,74.35,1.78
2025-02-03,2025-03-02,google,1892,1411,74.58,0.44
2025-02-04,2025-03-03,email,1478,1096,74.15,1.75
2025-02-04,2025-03-03,google,1889,1409,74.59,0.44
2025-02-05,2025-03-04,email,1503,1115,74.18,2.14
2025-02-05,2025-03-04,google,1909,1416,74.17,0.42
2025-02-06,2025-03-05,email,1509,1122,74.35,2.21
2025-02-06,2025-03-05,google,1888,1400,74.15,0.5
2025-02-07,2025-03-06,email,1524,1139,74.74,1.41
2025-02-07,2025-03-06,google,1885,1389,73.69,0.56
2025-02-08,2025-03-07,email,1517,1129,74.42,1.39
2025-02-08,2025-03-07,google,1883,1389,73.77,0.57
2025-02-09,2025-03-08,email,1529,1138,74.43,1.42
2025-02-09,2025-03-08,google,1877,1385,73.79,0.56
2025-02-10,2025-03-09,email,1531,1134,74.07,1.42
2025-02-10,2025-03-09,google,1879,1388,73.87,0.57
2025-02-11,2025-03-10,email,1536,1143,74.41,1.4
2025-02-11,2025-03-10,google,1877,1392,74.16,0.56
2025-02-12,2025-03-11,email,1533,1128,73.58,1.37
2025-02-12,2025-03-11,google,1883,1388,73.71,0.56
2025-02-13,2025-03-12,email,1538,1125,73.15,1.34
2025-02-13,2025-03-12,google,1876,1389,74.04,0.55
2025-02-14,2025-03-13,email,1547,1134,73.3,1.33
2025-02-14,2025-03-13,google,1859,1374,73.91,0.56
2025-02-15,2025-03-14,email,1568,1156,73.72,1.28
2025-02-15,2025-03-14,google,1885,1400,74.27,0.81
2025-02-16,2025-03-15,email,1574,1170,74.33,1.28
2025-02-16,2025-03-15,google,1897,1408,74.22,0.82
2025-02-17,2025-03-16,email,1611,1204,74.74,2.12
2025-02-17,2025-03-16,google,1904,1402,73.63,0.96
2025-02-18,2025-03-17,email,1626,1222,75.15,1.94
2025-02-18,2025-03-17,google,1910,1405,73.56,1.11
2025-02-19,2025-03-18,email,1621,1221,75.32,1.95
2025-02-19,2025-03-18,google,1884,1393,73.94,1.42
2025-02-20,2025-03-19,email,1647,1251,75.96,1.91
2025-02-20,2025-03-19,google,1892,1401,74.05,1.41
2025-02-21,2025-03-20,email,1645,1247,75.81,2.58
2025-02-21,2025-03-20,google,1898,1404,73.97,1.41
2025-02-22,2025-03-21,email,1652,1251,75.73,2.57
2025-02-22,2025-03-21,google,1884,1393,73.94,1.43
2025-02-23,2025-03-22,email,1673,1267,75.73,2.54
2025-02-23,2025-03-22,google,1901,1413,74.33,1.42
2025-02-24,2025-03-23,email,1671,1267,75.82,2.54
2025-02-24,2025-03-23,google,1915,1423,74.31,1.41
2025-02-25,2025-03-24,email,1679,1272,75.76,2.44
2025-02-25,2025-03-24,google,1928,1429,74.12,1.42
2025-02-26,2025-03-25,email,1677,1274,75.97,2.46
2025-02-26,2025-03-25,google,1929,1432,74.24,1.42
2025-02-27,2025-03-26,email,1678,1272,75.8,2.73
2025-02-27,2025-03-26,google,1945,1447,74.4,1.41
2025-02-28,2025-03-27,email,1694,1280,75.56,2.73
2025-02-28,2025-03-27,google,1966,1462,74.36,1.38
2025-03-01,2025-03-28,email,1706,1283,75.21,2.72
2025-03-01,2025-03-28,google,1972,1471,74.59,1.36
2025-03-02,2025-03-29,email,1710,1285,75.15,3.16
2025-03-02,2025-03-29,google,1973,1471,74.56,1.36
2025-03-03,2025-03-30,email,1707,1286,75.34,3.15
2025-03-03,2025-03-30,google,1992,1484,74.5,1.35
2025-03-04,2025-03-31,email,1695,1285,75.81,3.78
2025-03-04,2025-03-31,google,1987,1479,74.43,1.38
2025-03-05,2025-04-01,email,1675,1263,75.4,3.48
2025-03-05,2025-04-01,google,1982,1475,74.42,1.38
2025-03-06,2025-04-02,email,1677,1267,75.55,3.43
2025-03-06,2025-04-02,google,1992,1484,74.5,1.3
2025-03-07,2025-04-03,email,1677,1266,75.49,3.46
2025-03-07,2025-04-03,google,1998,1500,75.08,1.23
2025-03-08,2025-04-04,email,1684,1272,75.53,3.45
2025-03-08,2025-04-04,google,1990,1495,75.13,1.23
2025-03-09,2025-04-05,email,1665,1257,75.5,3.52
2025-03-09,2025-04-05,google,1994,1496,75.03,1.24
2025-03-10,2025-04-06,email,1664,1257,75.54,3.52
2025-03-10,2025-04-06,google,1997,1498,75.01,1.24
2025-03-11,2025-04-07,email,1690,1280,75.74,3.47
2025-03-11,2025-04-07,google,2007,1510,75.24,1.25
2025-03-12,2025-04-08,email,1703,1306,76.69,3.41
2025-03-12,2025-04-08,google,2030,1531,75.42,1.23
2025-03-13,2025-04-09,email,1730,1328,76.76,7.41
2025-03-13,2025-04-09,google,2057,1541,74.91,3.77
2025-03-14,2025-04-10,email,1750,1335,76.29,7.55
2025-03-14,2025-04-10,google,2086,1562,74.88,3.72
2025-03-15,2025-04-11,email,1750,1333,76.17,7.56
2025-03-15,2025-04-11,google,2090,1553,74.31,3.53
2025-03-16,2025-04-12,email,1770,1343,75.88,8.6
2025-03-16,2025-04-12,google,2075,1529,73.69,3.58
2025-03-17,2025-04-13,email,1782,1357,76.15,7.92
2025-03-17,2025-04-13,google,2092,1557,74.43,3.39
2025-03-18,2025-04-14,email,1809,1381,76.34,7.7
2025-03-18,2025-04-14,google,2122,1583,74.6,3.16
2025-03-19,2025-04-15,email,1840,1411,76.68,7.6
2025-03-19,2025-04-15,google,2179,1623,74.48,2.83
2025-03-20,2025-04-16,email,1848,1414,76.52,8.85
2025-03-20,2025-04-16,google,2213,1653,74.69,2.77
2025-03-21,2025-04-17,email,1892,1451,76.69,8.04
2025-03-21,2025-04-17,google,2262,1701,75.2,2.78
2025-03-22,2025-04-18,email,1895,1458,76.94,7.99
2025-03-22,2025-04-18,google,2317,1748,75.44,2.7
2025-03-23,2025-04-19,email,1910,1470,76.96,7.94
2025-03-23,2025-04-19,google,2370,1784,75.27,2.62
2025-03-24,2025-04-20,email,1925,1477,76.73,7.91
2025-03-24,2025-04-20,google,2396,1801,75.17,2.6
2025-03-25,2025-04-21,email,1917,1478,77.1,7.86
2025-03-25,2025-04-21,google,2427,1827,75.28,2.56
2025-03-26,2025-04-22,email,1937,1496,77.23,7.76
2025-03-26,2025-04-22,google,2471,1872,75.76,3.32
2025-03-27,2025-04-23,email,1953,1513,77.47,7.48
2025-03-27,2025-04-23,google,2507,1899,75.75,3.29
2025-03-28,2025-04-24,email,1951,1516,77.7,7.46
2025-03-28,2025-04-24,google,2524,1915,75.87,3.26
2025-03-29,2025-04-25,email,1983,1547,78.01,7.32
2025-03-29,2025-04-25,google,2527,1917,75.86,3.25
2025-03-30,2025-04-26,email,2014,1577,78.3,6.87
2025-03-30,2025-04-26,google,2567,1950,75.96,3.2
2025-03-31,2025-04-27,email,2044,1598,78.18,7.06
2025-03-31,2025-04-27,google,2597,1976,76.09,3.16
2025-04-01,2025-04-28,email,2057,1613,78.42,6.51
2025-04-01,2025-04-28,google,2646,2021,76.38,6.02
2025-04-02,2025-04-29,email,2072,1631,78.72,7.08
2025-04-02,2025-04-29,google,2680,2047,76.38,6.53
2025-04-03,2025-04-30,email,2095,1645,78.52,7.03
2025-04-03,2025-04-30,google,2693,2046,75.97,6.52
2025-04-04,2025-05-01,email,2092,1644,78.59,7.25
2025-04-04,2025-05-01,google,2703,2051,75.88,6.5
2025-04-05,2025-05-02,email,2124,1670,78.63,8.73
2025-04-05,2025-05-02,google,2727,2071,75.94,6.78
2025-04-06,2025-05-03,email,2170,1710,78.8,8.52
2025-04-06,2025-05-03,google,2759,2088,75.68,6.73
2025-04-07,2025-05-04,email,2197,1727,78.61,8.44
2025-04-07,2025-05-04,google,2819,2123,75.31,7.2
2025-04-08,2025-05-05,email,2210,1725,78.05,9.19
2025-04-08,2025-05-05,google,2860,2151,75.21,7.1
2025-04-09,2025-05-06,email,2235,1743,77.99,9.08
2025-04-09,2025-05-06,google,2846,2140,75.19,7.15
2025-04-10,2025-05-07,email,2249,1758,78.17,6.07
2025-04-10,2025-05-07,google,2830,2137,75.51,5.35
2025-04-11,2025-05-08,email,2256,1772,78.55,5.87
2025-04-11,2025-05-08,google,2843,2139,75.24,5.37
2025-04-12,2025-05-09,email,2253,1776,78.83,5.86
2025-04-12,2025-05-09,google,2844,2148,75.53,5.33
2025-04-13,2025-05-10,email,2242,1772,79.04,5.04
2025-04-13,2025-05-10,google,2849,2154,75.61,5.33
2025-04-14,2025-05-11,email,2233,1754,78.55,5.47
2025-04-14,2025-05-11,google,2850,2147,75.33,5.37
2025-04-15,2025-05-12,email,2210,1736,78.55,5.58
2025-04-15,2025-05-12,google,2830,2127,75.16,5.43
2025-04-16,2025-05-13,email,2194,1722,78.49,5.57
2025-04-16,2025-05-13,google,2813,2117,75.26,5.46
2025-04-17,2025-05-14,email,2212,1728,78.12,4.51
2025-04-17,2025-05-14,google,2796,2092,74.82,5.54
2025-04-18,2025-05-15,email,2209,1723,78.0,4.93
2025-04-18,2025-05-15,google,2779,2073,74.6,5.53
2025-04-19,2025-05-16,email,2215,1731,78.15,4.91
2025-04-19,2025-05-16,google,2761,2050,74.25,5.61
2025-04-20,2025-05-17,email,2218,1730,78.0,4.91
2025-04-20,2025-05-17,google,2728,2026,74.27,5.71
2025-04-21,2025-05-18,email,2238,1744,77.93,5.37
2025-04-21,2025-05-18,google,2724,2016,74.01,5.74
2025-04-22,2025-05-19,email,2274,1764,77.57,5.32
2025-04-22,2025-05-19,google,2709,2002,73.9,5.77
2025-04-23,2025-05-20,email,2297,1773,77.19,5.29
2025-04-23,2025-05-20,google,2691,1980,73.58,5.07
2025-04-24,2025-05-21,email,2293,1766,77.02,5.39
2025-04-24,2025-05-21,google,2669,1957,73.32,5.11
2025-04-25,2025-05-22,email,2315,1783,77.02,5.36
2025-04-25,2025-05-22,google,2664,1947,73.09,5.16
2025-04-26,2025-05-23,email,2270,1744,76.83,5.47
2025-04-26,2025-05-23,google,2690,1961,72.9,5.14
2025-04-27,2025-05-24,email,2243,1722,76.77,5.49
2025-04-27,2025-05-24,google,2654,1934,72.87,5.21
2025-04-28,2025-05-25,email,2235,1713,76.64,5.26
2025-04-28,2025-05-25,google,2645,1926,72.82,5.24
2025-04-29,2025-05-26,email,2238,1710,76.41,5.28
2025-04-29,2025-05-26,google,2642,1919,72.63,2.11
2025-04-30,2025-05-27,email,2245,1713,76.3,6.41
2025-04-30,2025-05-27,google,2630,1908,72.55,1.51
2025-05-01,2025-05-28,email,2230,1705,76.46,7.15
2025-05-01,2025-05-28,google,2603,1894,72.76,1.52
2025-05-02,2025-05-29,email,2227,1696,76.16,6.95
2025-05-02,2025-05-29,google,2599,1884,72.49,1.53
2025-05-03,2025-05-30,email,2202,1676,76.11,5.4
2025-05-03,2025-05-30,google,2575,1853,71.96,1.17
2025-05-04,2025-05-31,email,2179,1653,75.86,6.51
2025-05-04,2025-05-31,google,2535,1820,71.79,1.2
2025-05-05,2025-06-01,email,2156,1640,76.07,6.57
2025-05-05,2025-06-01,google,2489,1785,71.72,0.55
2025-05-06,2025-06-02,email,2140,1631,76.21,6.61
2025-05-06,2025-06-02,google,2458,1756,71.44,0.56
2025-05-07,2025-06-03,email,2122,1610,75.87,6.68
2025-05-07,2025-06-03,google,2447,1743,71.23,0.58
2025-05-08,2025-06-04,email,2095,1589,75.85,6.71
2025-05-08,2025-06-04,google,2438,1727,70.84,0.58
2025-05-09,2025-06-05,email,2081,1566,75.25,6.82
2025-05-09,2025-06-05,google,2425,1710,70.52,0.58
2025-05-10,2025-06-06,email,2089,1561,74.72,6.85
2025-05-10,2025-06-06,google,2402,1686,70.19,0.6
2025-05-11,2025-06-07,email,2083,1554,74.6,6.89
2025-05-11,2025-06-07,google,2385,1681,70.48,0.59
2025-05-12,2025-06-08,email,2064,1546,74.9,6.43
2025-05-12,2025-06-08,google,2331,1642,70.44,0.57
2025-05-13,2025-06-09,email,2049,1531,74.72,6.48
2025-05-13,2025-06-09,google,2342,1635,69.81,0.54
2025-05-14,2025-06-10,email,2048,1526,74.51,6.51
2025-05-14,2025-06-10,google,2320,1602,69.05,0.81
2025-05-15,2025-06-11,email,2024,1510,74.6,6.56
2025-05-15,2025-06-11,google,2316,1587,68.52,0.82
2025-05-16,2025-06-12,email,2006,1494,74.48,6.17
2025-05-16,2025-06-12,google,2276,1552,68.19,0.83
2025-05-17,2025-06-13,email,1999,1485,74.29,6.19
2025-05-17,2025-06-13,google,2267,1544,68.11,0.83
2025-05-18,2025-06-14,email,1993,1472,73.86,6.25
2025-05-18,2025-06-14,google,2270,1536,67.67,0.77
2025-05-19,2025-06-15,email,1966,1451,73.8,5.76
2025-05-19,2025-06-15,google,2256,1516,67.2,0.77
2025-05-20,2025-06-16,email,1936,1427,73.71,5.86
2025-05-20,2025-06-16,google,2258,1502,66.52,0.77
2025-05-21,2025-06-17,email,1909,1409,73.81,8.86
2025-05-21,2025-06-17,google,2230,1474,66.1,0.79
2025-05-22,2025-06-18,email,1914,1404,73.35,9.98
2025-05-22,2025-06-18,google,2225,1476,66.34,0.79
2025-05-23,2025-06-19,email,1909,1398,73.23,9.99
2025-05-23,2025-06-19,google,2214,1459,65.9,0.79
2025-05-24,2025-06-20,email,1920,1406,73.23,9.94
